FACT_ID,HEAD,RELATION,TAIL,TIME,ANSWER
FACT_802_3,Military (Philippines),Make statement,Philippines,0,2014-10-20
FACT_803_0,0,fight with small arms and light weapons,Fishermen (India),2014-03-27,Salvatore Girone
FACT_803_1,Salvatore Girone,0,Fishermen (India),2014-03-27,fight with small arms and light weapons
FACT_803_2,Salvatore Girone,fight with small arms and light weapons,0,2014-03-27,Fishermen (India)
FACT_803_3,Salvatore Girone,fight with small arms and light weapons,Fishermen (India),0,2014-03-27
FACT_804_0,0,Express intent to engage in diplomatic cooperation (such as policy support),Democratic Forces for the Liberation of Rwanda,2014-04-15,Police (Rwanda)
FACT_804_1,Police (Rwanda),0,Democratic Forces for the Liberation of Rwanda,2014-04-15,Express intent to engage in diplomatic cooperation (such as policy support)
FACT_804_2,Police (Rwanda),Express intent to engage in diplomatic cooperation (such as policy support),0,2014-04-15,Democratic Forces for the Liberation of Rwanda
FACT_804_3,Police (Rwanda),Express intent to engage in diplomatic cooperation (such as policy support),Democratic Forces for the Liberation of Rwanda,0,2014-04-15
FACT_805_0,0,Occupy territory,Iraq,2014-06-11,Insurgent (Islamic State of Iraq and the Levant)
FACT_805_1,Insurgent (Islamic State of Iraq and the Levant),0,Iraq,2014-06-11,Occupy territory
FACT_805_2,Insurgent (Islamic State of Iraq and the Levant),Occupy territory,0,2014-06-11,Iraq
FACT_805_3,Insurgent (Islamic State of Iraq and the Levant),Occupy territory,Iraq,0,2014-06-11
FACT_806_0,0,Consult,Party President (Cyprus),2014-02-07,Nicos Anastasiades
FACT_806_1,Nicos Anastasiades,0,Party President (Cyprus),2014-02-07,Consult
FACT_806_2,Nicos Anastasiades,Consult,0,2014-02-07,Party President (Cyprus)
FACT_806_3,Nicos Anastasiades,Consult,Party President (Cyprus),0,2014-02-07
FACT_807_0,0,Consult,Uhuru Muigai Kenyatta,2014-06-02,Riek Machar
FACT_807_1,Riek Machar,0,Uhuru Muigai Kenyatta,2014-06-02,Consult
FACT_807_2,Riek Machar,Consult,0,2014-06-02,Uhuru Muigai Kenyatta
FACT_807_3,Riek Machar,Consult,Uhuru Muigai Kenyatta,0,2014-06-02
FACT_808_0,0,Accuse,Citizen (India),2014-04-20,Aam Aadmi Party
FACT_808_1,Aam Aadmi Party,0,Citizen (India),2014-04-20,Accuse
FACT_808_2,Aam Aadmi Party,Accuse,0,2014-04-20,Citizen (India)
FACT_808_3,Aam Aadmi Party,Accuse,Citizen (India),0,2014-04-20
FACT_809_0,0,Engage in diplomatic cooperation,Tanzania,2014-10-28,Vietnam
FACT_809_1,Vietnam,0,Tanzania,2014-10-28,Engage in diplomatic cooperation
FACT_809_2,Vietnam,Engage in diplomatic cooperation,0,2014-10-28,Tanzania
FACT_809_3,Vietnam,Engage in diplomatic cooperation,Tanzania,0,2014-10-28
FACT_810_0,0,Use conventional military force,Settler (Israel),2014-07-29,Hamas
FACT_810_1,Hamas,0,Settler (Israel),2014-07-29,Use conventional military force
FACT_810_2,Hamas,Use conventional military force,0,2014-07-29,Settler (Israel)
FACT_810_3,Hamas,Use conventional military force,Settler (Israel),0,2014-07-29
FACT_811_0,0,Make statement,Japan,2014-05-15,Foreign Affairs (South Korea)
FACT_811_1,Foreign Affairs (South Korea),0,Japan,2014-05-15,Make statement
FACT_811_2,Foreign Affairs (South Korea),Make statement,0,2014-05-15,Japan
FACT_811_3,Foreign Affairs (South Korea),Make statement,Japan,0,2014-05-15
FACT_812_0,0,Criticize or denounce,Government (Nigeria),2014-05-28,Ministry (Nigeria)
FACT_812_1,Ministry (Nigeria),0,Government (Nigeria),2014-05-28,Criticize or denounce
FACT_812_2,Ministry (Nigeria),Criticize or denounce,0,2014-05-28,Government (Nigeria)
FACT_812_3,Ministry (Nigeria),Criticize or denounce,Government (Nigeria),0,2014-05-28
FACT_813_0,0,"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-07-30,China
FACT_813_1,China,0,Citizen (South Korea),2014-07-30,"Arrest, detain, or charge with legal action"
FACT_813_2,China,"Arrest, detain, or charge with legal action",0,2014-07-30,Citizen (South Korea)
FACT_813_3,China,"Arrest, detain, or charge with legal action",Citizen (South Korea),0,2014-07-30
FACT_814_0,0,Praise or endorse,Iran,2014-11-10,Nuri al-Maliki
FACT_814_1,Nuri al-Maliki,0,Iran,2014-11-10,Praise or endorse
FACT_814_2,Nuri al-Maliki,Praise or endorse,0,2014-11-10,Iran
FACT_814_3,Nuri al-Maliki,Praise or endorse,Iran,0,2014-11-10
FACT_815_0,0,Criticize or denounce,European Parliament,2014-10-08,Slovenia
FACT_815_1,Slovenia,0,European Parliament,2014-10-08,Criticize or denounce
FACT_815_2,Slovenia,Criticize or denounce,0,2014-10-08,European Parliament
FACT_815_3,Slovenia,Criticize or denounce,European Parliament,0,2014-10-08
FACT_816_0,0,Make statement,International Court of Justice,2014-04-18,Japan
FACT_816_1,Japan,0,International Court of Justice,2014-04-18,Make statement
FACT_816_2,Japan,Make statement,0,2014-04-18,International Court of Justice
FACT_816_3,Japan,Make statement,International Court of Justice,0,2014-04-18
FACT_817_0,0,Criticize or denounce,Military Advisor (United States),2014-06-26,Mahdi Army
FACT_817_1,Mahdi Army,0,Military Advisor (United States),2014-06-26,Criticize or denounce
FACT_817_2,Mahdi Army,Criticize or denounce,0,2014-06-26,Military Advisor (United States)
FACT_817_3,Mahdi Army,Criticize or denounce,Military Advisor (United States),0,2014-06-26
FACT_818_0,0,Make statement,North Korea,2014-10-29,Military Personnel (United States)
FACT_818_1,Military Personnel (United States),0,North Korea,2014-10-29,Make statement
FACT_818_2,Military Personnel (United States),Make statement,0,2014-10-29,North Korea
FACT_818_3,Military Personnel (United States),Make statement,North Korea,0,2014-10-29
FACT_819_0,0,Make an appeal or request,Citizen (Togo),2014-08-12,Ministry (Togo)
FACT_819_1,Ministry (Togo),0,Citizen (Togo),2014-08-12,Make an appeal or request
FACT_819_2,Ministry (Togo),Make an appeal or request,0,2014-08-12,Citizen (Togo)
FACT_819_3,Ministry (Togo),Make an appeal or request,Citizen (Togo),0,2014-08-12
FACT_820_0,0,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-06-27,Militant (Nigeria)
FACT_820_1,Militant (Nigeria),0,Citizen (Nigeria),2014-06-27,"Abduct, hijack, or take hostage"
FACT_820_2,Militant (Nigeria),"Abduct, hijack, or take hostage",0,2014-06-27,Citizen (Nigeria)
FACT_820_3,Militant (Nigeria),"Abduct, hijack, or take hostage",Citizen (Nigeria),0,2014-06-27
FACT_821_0,0,Make an appeal or request,Armed Forces of the Republic of Armenia,2014-08-02,Armenia
FACT_821_1,Armenia,0,Armed Forces of the Republic of Armenia,2014-08-02,Make an appeal or request
FACT_821_2,Armenia,Make an appeal or request,0,2014-08-02,Armed Forces of the Republic of Armenia
FACT_821_3,Armenia,Make an appeal or request,Armed Forces of the Republic of Armenia,0,2014-08-02
FACT_822_0,0,Meet at a 'third' location,Envoy (Saudi Arabia),2014-08-27,Head of Government (Qatar)
FACT_822_1,Head of Government (Qatar),0,Envoy (Saudi Arabia),2014-08-27,Meet at a 'third' location
FACT_822_2,Head of Government (Qatar),Meet at a 'third' location,0,2014-08-27,Envoy (Saudi Arabia)
FACT_822_3,Head of Government (Qatar),Meet at a 'third' location,Envoy (Saudi Arabia),0,2014-08-27
FACT_823_0,0,Make optimistic comment,Vietnam,2014-04-15,Nguyen Phu Trong
FACT_823_1,Nguyen Phu Trong,0,Vietnam,2014-04-15,Make optimistic comment
FACT_823_2,Nguyen Phu Trong,Make optimistic comment,0,2014-04-15,Vietnam
FACT_823_3,Nguyen Phu Trong,Make optimistic comment,Vietnam,0,2014-04-15
FACT_824_0,0,Express intent to engage in diplomatic cooperation (such as policy support),Other Authorities / Officials (China),2014-06-28,China
FACT_824_1,China,0,Other Authorities / Officials (China),2014-06-28,Express intent to engage in diplomatic cooperation (such as policy support)
FACT_824_2,China,Express intent to engage in diplomatic cooperation (such as policy support),0,2014-06-28,Other Authorities / Officials (China)
FACT_824_3,China,Express intent to engage in diplomatic cooperation (such as policy support),Other Authorities / Officials (China),0,2014-06-28
FACT_825_0,0,Discuss by telephone,Sergey Viktorovich Lavrov,2014-03-11,Fumio Kishida
FACT_825_1,Fumio Kishida,0,Sergey Viktorovich Lavrov,2014-03-11,Discuss by telephone
FACT_825_2,Fumio Kishida,Discuss by telephone,0,2014-03-11,Sergey Viktorovich Lavrov
FACT_825_3,Fumio Kishida,Discuss by telephone,Sergey Viktorovich Lavrov,0,2014-03-11
FACT_826_0,0,Engage in diplomatic cooperation,Romania,2014-10-06,Poland
FACT_826_1,Poland,0,Romania,2014-10-06,Engage in diplomatic cooperation
FACT_826_2,Poland,Engage in diplomatic cooperation,0,2014-10-06,Romania
FACT_826_3,Poland,Engage in diplomatic cooperation,Romania,0,2014-10-06
FACT_827_0,0,Make statement,South Korea,2014-04-05,North Korea
FACT_827_1,North Korea,0,South Korea,2014-04-05,Make statement
FACT_827_2,North Korea,Make statement,0,2014-04-05,South Korea
FACT_827_3,North Korea,Make statement,South Korea,0,2014-04-05
FACT_828_0,0,Accuse,Hezbollah,2014-06-13,Foreign Affairs (Israel)
FACT_828_1,Foreign Affairs (Israel),0,Hezbollah,2014-06-13,Accuse
FACT_828_2,Foreign Affairs (Israel),Accuse,0,2014-06-13,Hezbollah
FACT_828_3,Foreign Affairs (Israel),Accuse,Hezbollah,0,2014-06-13
FACT_829_0,0,Make statement,France,2014-02-19,Angela Merkel
FACT_829_1,Angela Merkel,0,France,2014-02-19,Make statement
FACT_829_2,Angela Merkel,Make statement,0,2014-02-19,France
FACT_829_3,Angela Merkel,Make statement,France,0,2014-02-19
FACT_830_0,0,Use conventional military force,Education (Pakistan),2014-12-20,Tehrik-i-Taliban Pakistan
FACT_830_1,Tehrik-i-Taliban Pakistan,0,Education (Pakistan),2014-12-20,Use conventional military force
FACT_830_2,Tehrik-i-Taliban Pakistan,Use conventional military force,0,2014-12-20,Education (Pakistan)
FACT_830_3,Tehrik-i-Taliban Pakistan,Use conventional military force,Education (Pakistan),0,2014-12-20
FACT_831_0,0,Discuss by telephone,Sergey Viktorovich Lavrov,2014-03-08,John Kerry
FACT_831_1,John Kerry,0,Sergey Viktorovich Lavrov,2014-03-08,Discuss by telephone
FACT_831_2,John Kerry,Discuss by telephone,0,2014-03-08,Sergey Viktorovich Lavrov
FACT_831_3,John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,0,2014-03-08
FACT_832_0,0,Host a visit,Head of Government (Germany),2014-07-05,China
FACT_832_1,China,0,Head of Government (Germany),2014-07-05,Host a visit
FACT_832_2,China,Host a visit,0,2014-07-05,Head of Government (Germany)
FACT_832_3,China,Host a visit,Head of Government (Germany),0,2014-07-05
FACT_833_0,0,Accuse of war crimes,Hamas,2014-09-29,Benjamin Netanyahu
FACT_833_1,Benjamin Netanyahu,0,Hamas,2014-09-29,Accuse of war crimes
FACT_833_2,Benjamin Netanyahu,Accuse of war crimes,0,2014-09-29,Hamas
FACT_833_3,Benjamin Netanyahu,Accuse of war crimes,Hamas,0,2014-09-29
FACT_834_0,0,Consult,Japan,2014-03-21,North Korea
FACT_834_1,North Korea,0,Japan,2014-03-21,Consult
FACT_834_2,North Korea,Consult,0,2014-03-21,Japan
FACT_834_3,North Korea,Consult,Japan,0,2014-03-21
FACT_835_0,0,Make statement,Pdea,2014-11-16,Director General (Philippines)
FACT_835_1,Director General (Philippines),0,Pdea,2014-11-16,Make statement
FACT_835_2,Director General (Philippines),Make statement,0,2014-11-16,Pdea
FACT_835_3,Director General (Philippines),Make statement,Pdea,0,2014-11-16
FACT_836_0,0,Consult,Irakli Alasania,2014-05-08,Joseph Robinette Biden
FACT_836_1,Joseph Robinette Biden,0,Irakli Alasania,2014-05-08,Consult
FACT_836_2,Joseph Robinette Biden,Consult,0,2014-05-08,Irakli Alasania
FACT_836_3,Joseph Robinette Biden,Consult,Irakli Alasania,0,2014-05-08
FACT_837_0,0,Express intent to cooperate,Citizen (Nigeria),2014-12-29,Ministry (Nigeria)
FACT_837_1,Ministry (Nigeria),0,Citizen (Nigeria),2014-12-29,Express intent to cooperate
FACT_837_2,Ministry (Nigeria),Express intent to cooperate,0,2014-12-29,Citizen (Nigeria)
FACT_837_3,Ministry (Nigeria),Express intent to cooperate,Citizen (Nigeria),0,2014-12-29
FACT_838_0,0,Use unconventional violence,Citizen (Kenya),2014-06-17,Combatant (Kenya)
FACT_838_1,Combatant (Kenya),0,Citizen (Kenya),2014-06-17,Use unconventional violence
FACT_838_2,Combatant (Kenya),Use unconventional violence,0,2014-06-17,Citizen (Kenya)
FACT_838_3,Combatant (Kenya),Use unconventional violence,Citizen (Kenya),0,2014-06-17
FACT_839_0,0,Praise or endorse,National Council for Peace and Order of Thailand,2014-06-22,Prayuth Chan-ocha
FACT_839_1,Prayuth Chan-ocha,0,National Council for Peace and Order of Thailand,2014-06-22,Praise or endorse
FACT_839_2,Prayuth Chan-ocha,Praise or endorse,0,2014-06-22,National Council for Peace and Order of Thailand
FACT_839_3,Prayuth Chan-ocha,Praise or endorse,National Council for Peace and Order of Thailand,0,2014-06-22
FACT_840_0,0,Host a visit,Lloyd Austin,2014-11-24,Defense / Security Ministry (Iraq)
FACT_840_1,Defense / Security Ministry (Iraq),0,Lloyd Austin,2014-11-24,Host a visit
FACT_840_2,Defense / Security Ministry (Iraq),Host a visit,0,2014-11-24,Lloyd Austin
FACT_840_3,Defense / Security Ministry (Iraq),Host a visit,Lloyd Austin,0,2014-11-24
FACT_841_0,0,Consult,Iran,2014-01-09,Representatives (United States)
FACT_841_1,Representatives (United States),0,Iran,2014-01-09,Consult
FACT_841_2,Representatives (United States),Consult,0,2014-01-09,Iran
FACT_841_3,Representatives (United States),Consult,Iran,0,2014-01-09
FACT_842_0,0,Make statement,Passenger Jet (Iran),2014-09-03,Ministry (Iran)
FACT_842_1,Ministry (Iran),0,Passenger Jet (Iran),2014-09-03,Make statement
FACT_842_2,Ministry (Iran),Make statement,0,2014-09-03,Passenger Jet (Iran)
FACT_842_3,Ministry (Iran),Make statement,Passenger Jet (Iran),0,2014-09-03
FACT_843_0,0,Make statement,Iran,2014-11-10,Aladdin Boroujerdi
FACT_843_1,Aladdin Boroujerdi,0,Iran,2014-11-10,Make statement
FACT_843_2,Aladdin Boroujerdi,Make statement,0,2014-11-10,Iran
FACT_843_3,Aladdin Boroujerdi,Make statement,Iran,0,2014-11-10
FACT_844_0,0,Host a visit,Foreign Affairs (United States),2014-08-19,Dimitrios Avramopoulos
FACT_844_1,Dimitrios Avramopoulos,0,Foreign Affairs (United States),2014-08-19,Host a visit
FACT_844_2,Dimitrios Avramopoulos,Host a visit,0,2014-08-19,Foreign Affairs (United States)
FACT_844_3,Dimitrios Avramopoulos,Host a visit,Foreign Affairs (United States),0,2014-08-19
FACT_845_0,0,Engage in negotiation,Iran,2014-05-15,Barack Obama
FACT_845_1,Barack Obama,0,Iran,2014-05-15,Engage in negotiation
FACT_845_2,Barack Obama,Engage in negotiation,0,2014-05-15,Iran
FACT_845_3,Barack Obama,Engage in negotiation,Iran,0,2014-05-15
FACT_846_0,0,Impose administrative sanctions,Labor Union (Nigeria),2014-06-20,Member of the Judiciary (Nigeria)
FACT_846_1,Member of the Judiciary (Nigeria),0,Labor Union (Nigeria),2014-06-20,Impose administrative sanctions
FACT_846_2,Member of the Judiciary (Nigeria),Impose administrative sanctions,0,2014-06-20,Labor Union (Nigeria)
FACT_846_3,Member of the Judiciary (Nigeria),Impose administrative sanctions,Labor Union (Nigeria),0,2014-06-20
FACT_847_0,0,Consult,Sergey Viktorovich Lavrov,2014-09-25,John Kerry
FACT_847_1,John Kerry,0,Sergey Viktorovich Lavrov,2014-09-25,Consult
FACT_847_2,John Kerry,Consult,0,2014-09-25,Sergey Viktorovich Lavrov
FACT_847_3,John Kerry,Consult,Sergey Viktorovich Lavrov,0,2014-09-25
FACT_848_0,0,Praise or endorse,Xi Jinping,2014-03-30,Elio Di Rupo
FACT_848_1,Elio Di Rupo,0,Xi Jinping,2014-03-30,Praise or endorse
FACT_848_2,Elio Di Rupo,Praise or endorse,0,2014-03-30,Xi Jinping
FACT_848_3,Elio Di Rupo,Praise or endorse,Xi Jinping,0,2014-03-30
FACT_849_0,0,Host a visit,François Hollande,2014-05-12,Armenia
FACT_849_1,Armenia,0,François Hollande,2014-05-12,Host a visit
FACT_849_2,Armenia,Host a visit,0,2014-05-12,François Hollande
FACT_849_3,Armenia,Host a visit,François Hollande,0,2014-05-12
FACT_850_0,0,Make statement,Iran,2014-07-09,Barack Obama
FACT_850_1,Barack Obama,0,Iran,2014-07-09,Make statement
FACT_850_2,Barack Obama,Make statement,0,2014-07-09,Iran
FACT_850_3,Barack Obama,Make statement,Iran,0,2014-07-09
FACT_851_0,0,Express intent to meet or negotiate,Philippines,2014-12-26,Pope Francis
FACT_851_1,Pope Francis,0,Philippines,2014-12-26,Express intent to meet or negotiate
FACT_851_2,Pope Francis,Express intent to meet or negotiate,0,2014-12-26,Philippines
FACT_851_3,Pope Francis,Express intent to meet or negotiate,Philippines,0,2014-12-26
FACT_852_0,0,Consult,François Bozizé,2014-01-09,Foreign Affairs (United States)
FACT_852_1,Foreign Affairs (United States),0,François Bozizé,2014-01-09,Consult
FACT_852_2,Foreign Affairs (United States),Consult,0,2014-01-09,François Bozizé
FACT_852_3,Foreign Affairs (United States),Consult,François Bozizé,0,2014-01-09
FACT_853_0,0,Refuse to release persons or property,Men (Malaysia),2014-01-09,Court Judge (Malaysia)
FACT_853_1,Court Judge (Malaysia),0,Men (Malaysia),2014-01-09,Refuse to release persons or property
FACT_853_2,Court Judge (Malaysia),Refuse to release persons or property,0,2014-01-09,Men (Malaysia)
FACT_853_3,Court Judge (Malaysia),Refuse to release persons or property,Men (Malaysia),0,2014-01-09
FACT_854_0,0,Consult,Fishermen (India),2014-11-21,Media (India)
FACT_854_1,Media (India),0,Fishermen (India),2014-11-21,Consult
FACT_854_2,Media (India),Consult,0,2014-11-21,Fishermen (India)
FACT_854_3,Media (India),Consult,Fishermen (India),0,2014-11-21
FACT_855_0,0,Use unconventional violence,Citizen (Yemen),2014-10-17,Armed Rebel (Yemen)
FACT_855_1,Armed Rebel (Yemen),0,Citizen (Yemen),2014-10-17,Use unconventional violence
FACT_855_2,Armed Rebel (Yemen),Use unconventional violence,0,2014-10-17,Citizen (Yemen)
FACT_855_3,Armed Rebel (Yemen),Use unconventional violence,Citizen (Yemen),0,2014-10-17
FACT_856_0,0,Express intent to meet or negotiate,Association of Southeast Asian Nations,2014-11-10,Vietnam
FACT_856_1,Vietnam,0,Association of Southeast Asian Nations,2014-11-10,Express intent to meet or negotiate
FACT_856_2,Vietnam,Express intent to meet or negotiate,0,2014-11-10,Association of Southeast Asian Nations
FACT_856_3,Vietnam,Express intent to meet or negotiate,Association of Southeast Asian Nations,0,2014-11-10
FACT_857_0,0,Engage in diplomatic cooperation,China,2014-06-19,Terry McAuliffe
FACT_857_1,Terry McAuliffe,0,China,2014-06-19,Engage in diplomatic cooperation
FACT_857_2,Terry McAuliffe,Engage in diplomatic cooperation,0,2014-06-19,China
FACT_857_3,Terry McAuliffe,Engage in diplomatic cooperation,China,0,2014-06-19
FACT_858_0,0,Express intent to meet or negotiate,Iran,2014-02-06,Morocco
FACT_858_1,Morocco,0,Iran,2014-02-06,Express intent to meet or negotiate
FACT_858_2,Morocco,Express intent to meet or negotiate,0,2014-02-06,Iran
FACT_858_3,Morocco,Express intent to meet or negotiate,Iran,0,2014-02-06
FACT_859_0,0,Express intent to meet or negotiate,Mohammad Javad Zarif,2014-03-15,Catherine Ashton
FACT_859_1,Catherine Ashton,0,Mohammad Javad Zarif,2014-03-15,Express intent to meet or negotiate
FACT_859_2,Catherine Ashton,Express intent to meet or negotiate,0,2014-03-15,Mohammad Javad Zarif
FACT_859_3,Catherine Ashton,Express intent to meet or negotiate,Mohammad Javad Zarif,0,2014-03-15
FACT_860_0,0,Make statement,Government (South Africa),2014-03-14,Lindiwe Nonceba Sisulu
FACT_860_1,Lindiwe Nonceba Sisulu,0,Government (South Africa),2014-03-14,Make statement
FACT_860_2,Lindiwe Nonceba Sisulu,Make statement,0,2014-03-14,Government (South Africa)
